epoch,loss,correct
10,37.48417736355476,15
20,34.153330282576896,26
30,32.716983232615426,35
40,31.857617946599813,35
50,31.338680796738018,35
60,31.01470187488185,35
70,30.797675049886454,35
80,30.639605912285237,35
90,30.495532331767045,35
100,30.417740514204784,35
110,30.362915735668153,35
120,30.318546405249613,35
130,30.28365755627077,35
140,30.255778603318937,35
150,30.231252959897546,35
160,30.208844262074837,35
170,30.187561207384316,35
180,30.166857283847712,35
190,30.146334064241664,35
200,30.12579747940193,35
210,30.105074155834306,35
220,30.08410852911772,35
230,30.06286998325964,35
240,30.041350528044784,35
250,30.019546503542962,35
260,29.997458649689847,35
270,29.97512721648282,35
280,29.952651764088184,35
290,29.930334333623573,35
300,29.9076766311693,35
310,29.884825422467376,35
320,29.861689359655678,35
330,29.838293391121415,35
340,29.81446100511781,35
350,29.790413954775794,35
360,29.765836215026077,35
370,29.740993345952266,35
380,29.715707532279,35
390,29.690024747426452,35
400,29.663887183234056,35
410,29.637272791044143,35
420,29.6101783786021,35
430,29.58250946897592,35
440,29.55438263316893,35
450,29.525605952347178,35
460,29.496150527617825,35
470,29.465804095580864,35
480,29.43515987788961,35
490,29.40296962764035,35
500,29.37014737157658,35
510,29.33640732961848,35
520,29.301789306491937,35
530,29.265788082840505,35
540,29.228560533586037,35
550,29.190452291743,35
560,29.15034258209361,35
570,29.109129484102496,35
580,29.066085142884084,35
590,29.021300396020855,35
600,28.9749915434255,35
610,28.9263012576354,35
620,28.875487489395802,35
630,28.82244108699933,35
640,28.766901154665536,35
650,28.708622273947665,35
660,28.647629607110076,35
670,28.583719460662806,35
680,28.517251932158928,35
690,28.44728210363232,35
700,28.373753293181966,35
710,28.296451312240805,35
720,28.21171275282151,35
730,28.1163614102522,35
740,28.02545298815072,35
750,27.92390705900677,35
760,27.813147491928284,35
770,27.684083645599173,35
780,27.566683591610317,35
790,27.444461106905116,35
800,27.315855943597743,35
810,27.18577576319657,35
820,27.04654147270709,35
830,26.899783988862175,35
840,26.748426825312844,35
850,26.58975196958565,35
860,26.427418618273588,35
870,26.26012312467953,35
880,26.085192022317806,35
890,25.905855084284998,35
900,25.7222409873337,35
910,25.526953727889744,35
920,25.331617966608814,36
930,25.137479714435372,36
940,24.935968444134094,36
950,24.73734518304763,37
960,24.53108994036851,37
970,24.328127628846563,37
980,24.103174254305735,37
990,23.895337103530693,38
1000,23.68788174556985,38
1010,23.48341588222052,40
1020,23.277859142076757,40
1030,23.07395396350588,42
1040,22.869008256409824,42
1050,22.663649250618096,42
1060,22.453641806884985,42
1070,22.241994341646887,42
1080,22.011179600498384,43
1090,21.775320318061592,43
1100,21.53637393980893,44
1110,21.294505447676418,44
1120,21.015233230915047,45
1130,20.660327626467627,44
1140,20.328861401652947,45
1150,20.0061831688627,46
1160,19.68350099369139,46
1170,19.456897747591388,45
1180,19.13523590305743,45
1190,18.760758382883964,45
1200,18.433752580522402,45
1210,18.08817893894191,45
1220,17.633469815667272,45
1230,17.232345371049657,45
1240,16.855940207817852,45
1250,16.482534387999973,45
1260,16.12343012649448,45
1270,15.969867131503577,47
1280,20.404628045720987,41
1290,18.783965384479654,43
1300,17.905168911666426,45
1310,16.312732076052864,47
1320,16.343875941516888,47
1330,17.429850492142023,46
1340,17.12450415078072,46
1350,16.851457360610112,46
1360,16.593872866099318,45
1370,15.885961044642878,45
1380,15.720214059895403,45
1390,16.02313674602043,45
1400,15.504164733121366,46
1410,15.340958009510354,46
1420,15.716910673431379,45
1430,15.361525759825605,46
1440,14.770986759701419,46
1450,14.627890443861178,46
1460,14.48677202148898,46
1470,14.3454902648547,46
1480,14.42490905494272,46
1490,14.263658674987672,46
1500,14.109342045346198,46
